F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,1,0,0,0,0,0,0,0,0,0,0,0,すべての動画がいつでもオンデマンドで配信されること。
0,0,1,0,0,0,0,0,0,0,0,0,0,ストリーミングサーバーがダウンしても、本ウェブサイトは継続して運営されること。
0,0,1,0,0,0,0,0,0,0,0,0,0,決済ゲートウェイがダウンしても、ウェブサイトは継続して運営されること。
0,0,0,0,0,0,0,0,0,1,0,0,0,ストリーミングサーバーは、50台の同時接続に対応する。
0,0,0,0,0,0,0,0,0,1,0,0,0,ストリーミングサーバーは、最大700本の動画に対応するが、より多くの動画に対応するために新しいサーバーを追加することができること。
0,0,0,0,0,0,0,0,0,1,0,0,0,"本サーバーは、最大1,000人の同時接続ユーザーをサポートする。"
0,0,0,0,0,0,0,0,0,1,0,0,0,本ウェブサイトは10万人の顧客をサポートできるものであること。
0,0,0,0,0,1,0,0,0,0,0,0,0,本製品は、最低2年間、最大保守予算内で動作することが期待される。
0,0,0,0,0,0,1,0,0,0,0,0,0,本ウェブサイトのすべての側面は、インターネット上のウェブブラウザによってアクセスされるものとする。
0,0,0,0,0,0,1,0,0,0,0,0,0,現行のウェブサイトをサポートするのと同じハードウェアを使用して、新しいシステムを運用する。
0,0,0,0,0,0,1,0,0,0,0,0,0,以下のブラウザに対応すること。IE 5.X 6.0 Netscape 6.x 7.x 8.x and Firefox 1.0.
0,0,0,0,0,0,1,0,0,0,0,0,0,ウェブサイトは、クレジットカード決済を処理するために、CyberSource APIとのインタフェースを備える必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,ウェブサイトは、MSN TV2と完全に連動している必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,動画は、Windows Media Player 9.0でエンコードして配信すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,動画は、56kおよび256kのストリーム用にエンコードされること。
0,0,0,0,0,1,0,0,0,0,0,0,0,Webサイトのプロモーション更新は、1日で更新のこと。
0,0,0,0,0,0,0,1,0,0,0,0,0,Izogn管理者は、ウェブサイトのカテゴリーリストを2分以内に更新できること。
0,0,0,0,0,0,0,1,0,0,0,0,0,Izognの管理者は、2分以内に新製品をウェブサイトに追加できるること。
0,1,0,0,0,0,1,0,0,0,0,0,0,本システムは、顧客へのサポートのために24時間のフリーダイヤルを提供する。
0,0,0,0,0,0,0,0,0,0,0,1,0,本Webサイトには、一般的な問題に対する回答と解決策が記載されたヘルプセクションを提供すること。
0,1,0,0,0,0,0,0,0,0,0,0,0,Velkatのスタッフは、午前7時から午後7時まで電話サポートを利用して、Izogn管理者に技術サポートを提供する。
0,0,0,0,0,1,1,0,0,0,0,0,0,本製品は、1営業日以内に指定された環境に設置できるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,登録済みの顧客のみがストリーミング映画を購入できること。
0,0,0,0,0,0,0,0,0,0,1,0,1,顧客は、映画を購入し、2日間の視聴期間内である場合にのみ、映画をストリーム再生できること。
0,0,0,0,0,0,0,0,0,0,1,0,1,データベース内の顧客レコードにアクセスできるのは、許可された担当者のみとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,管理者のみがプリペイドカードをアクティブ化でできること。
0,0,0,0,0,0,0,0,0,0,1,0,1,許可された担当者のみが販売情報にアクセスでること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本ウェブサイトは、誤ったデータが入力された場合にそのデータが破損するの防止すること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本ウェブサイトは意図的な悪用から身を守り、あらゆる場合に管理者に通知すること。
0,0,0,0,0,0,0,0,0,0,1,0,0,データベースの完全性を検証するために、データ完全性スクリプトが毎週実行される。
0,0,0,0,0,0,0,0,0,0,1,0,1,本ウェブサイトは、個人情報を収集する前に、本ウェブサイトのすべてのページでアクセス可能なプライバシーポリシーにより、その情報取扱方法をユーザーに周知するものとする。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、情報ポリシーの変更を顧客に通知すること。
0,0,0,0,0,0,0,0,0,0,1,0,1,本システムは、組織の情報ポリシーに準拠する場合にのみ個人情報を開示するものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,すべての顧客情報は、許可された担当者のみがアクセスできる安全なデータベースに保存されること。
0,0,0,0,0,0,0,0,0,0,1,0,0,すべてのクレジットカード情報はデータベースで暗号化すること。
0,0,0,0,0,0,0,0,0,0,1,0,0,ストリーミングサーバーには、悪意のあるウイルスの感染を防ぐためのウイルス対策ソフトウェアを搭載すること。
0,0,0,0,1,0,0,0,0,0,0,1,0,ウェブサイトはナイジェリアのすべての部族に対応する必要がある。
0,0,0,0,1,0,0,0,0,0,0,0,0,ウェブサイトは、宗教的または民族的グループに不快感を与えるものであってはならない。
0,0,0,0,1,0,0,0,0,0,0,0,0,本ウェブサイトは、ナイジェリア人だけでなく、すべてのアフリカ人にアピールする必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,Webサイトは、ホームページにアニメーションを提供するためにFlashを使用しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,IzognMoviesは、アフリカの映画をストリーミングするために、適切な組織によって定められたライセンス条項を満たすものとする。
0,0,0,1,0,0,0,0,0,0,0,0,0,WebサイトはW3C標準に準拠すること。
0,0,0,1,0,0,0,0,0,0,0,0,0,PHPコードはPEAR標準に準拠すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,このウェブサイトでは、顧客はタイトル俳優または監督で映画を検索できる。
1,0,0,0,0,0,0,0,0,0,0,0,0,ウェブサイトは、顧客が他の顧客による選択された映画のレビューを見ることができるようにするものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,ウェブサイトでは、顧客が、5ドル、10ドル、20ドルのプリペイドカードを、クレジットカードまたは郵送による支払い方法で購入できるようにすること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、毎週金曜日にウェブサイトのメインページを自動的に更新し、ウェブサイトに追加された最新の映画4本を表示すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、ユーザがウェブサイトの「マイアカウント」セクションを介して請求先や連絡先の情報を更新できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,プリペイドカードは、電子メールまたは印刷された紙のカードで配布すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,登録済みの顧客のみがストリーミング映画を購入できる。
1,0,0,0,0,0,0,0,0,0,0,0,1,映画をストリーミングできるのは、顧客が映画を購入し、2日以内に映画をストリーミングできる場合のみとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,ウェブサイトは、Izogn Managerが設定した様々なパラメータを持つ無料トライアル期間をサポートすることができなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,ストリーミングムービーの売上はすべてデータベースに記録され、管理者によりアクセスされる。
1,0,0,0,0,0,0,0,0,0,0,0,1,登録されたすべての顧客情報は、顧客がアカウントを解約した後もデータベースに保存され、維持されること。
1,0,0,0,0,0,0,0,0,0,0,0,1,毎日の利用統計を記録し、管理者がアクセスできること。
1,0,0,0,0,0,0,0,0,0,0,0,1,オーナーは、すべてのストリーミングムービーに自由にアクセスできること。
