F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,1,0,0,0,0,0,0,0,AP保守は、RS-J・報奨金定額、報奨金定率をRSシステムサーバに追加登録する。
0,0,1,0,0,0,0,0,0,0,0,0,0,ストリーミングサーバーがダウンしても、本ウェブサイトは継続して運営されること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、イベントを時間ごとにグラフで表示する。
0,0,0,0,0,0,0,0,0,0,0,1,0,トレーニングを受けていない不動産業者の90％が、印刷された説明書なしで、自分のデバイスに製品をインストールできること。
0,0,0,0,1,0,0,0,0,0,0,0,0,本ウェブサイトのデザインは、モダンでクリーンで簡潔であること。
0,1,0,0,0,0,0,0,0,0,0,0,0,適用徴収システムのアプリケーション障害時の復旧時間目標は、 3時間以内とする。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、悪意のある干渉から可能な限り安全であるように構築されなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,オープンなシステム環境の整備を可能とするため、本システムを構成する製品は、ハードウェア等の構成要素は、ITU-T（国際電気通信連合）あるいはISO（国際標準化機構）等が規定、または、推奨する、各種国際標準に準拠していること。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムでは、プログラム管理者／看護スタッフが、ある臨床検査セクションから同じ臨床クラスに対応する別の臨床検査セクションに学生を移動させることができること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、加盟店情報データベースと整合させなければならない。加盟店情報データベースは、加盟店に関する詳細情報を提供する。すべての加盟店詳細情報は、加盟店情報データベースから取得しなければならない。
0,0,0,0,0,0,0,0,0,0,0,1,0,ユーザは、本製品の使用中に、説明書を容易に見つけることができること。ユーザ向けのヘルプは、システムの90％の範囲内で見つけられること。
0,0,0,0,1,0,0,0,0,0,0,0,0,本製品は、一貫した配色設計の方針やフォントを備えている必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、臨床現場名、臨床現場担当者の連絡先、住所など、臨床現場に関連する情報を修正する機能を有すること。
0,0,0,0,0,1,0,0,0,0,0,0,0,コードとSRSの詳細な文書化により、Fleaマーケットのメンテナンスを容易にすること。
0,0,0,1,0,0,0,0,0,0,0,0,0,平成28年４月施行予定の改正労基法により追加される条文等に基づき、監督結果等情報における登録可能な指導事項の内容について見直し、指導事項の項目を30項目程度に改修する。指導事項の改修に伴い、定型統計等が取得可能になるよう改修を行う。（改修年の年末をもって、監督年月日が当該日以前の場合と以降の場合において、表示画面を切り替える。）
0,1,0,0,0,0,0,0,0,0,0,0,0,電子申請機能の稼働率は100％ とすること。稼働率の算出において、計画停止による期間は除くものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,本製品は、検索パラメータに応じて会議室を表示すること。
0,0,1,0,0,0,0,0,0,0,0,0,0,本システムは、ネットワークで発生する障害に対して、要求されたサービスを維持するため、LANケーブル等、ネットワークを構成する伝送路を物理的に複数用意し、一方の伝送路で障害が発生しても他方での通信が可能な状態にする等の、回線の冗長化を行う。冗長化の具体的構成については、別紙に示す。
