F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、臨床クラスに登録した学生を、そのクラスの臨床実習セクションに追加できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムでは、プログラム管理者または看護スタッフが、学生を臨床実習セクションから除外ができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムでは、プログラム管理者／看護スタッフが、ある臨床検査セクションから同じ臨床クラスに対応する別の臨床検査セクションに学生を移動させることができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者・看護職員は、臨床実習の登録者がいない場合に限り、臨床実習を中止することができるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフが、新しい看護学生をシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,スタッフは、パートタイムの学生の進捗状況を管理する能力を有していなければならない。これには、クラスの順序やタイムラインの変更が含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々のコホートの印刷可能なサマリーを表示できるものとする。このサマリーには、入学した学生、学習プログラムの授業の流れ、プログラムを通じたコホートの進捗状況、修了のタイムラインが含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々の臨床施設の印刷可能なサマリを表示することができる。このサマリには、所定の四半期にその臨床施設で実施されたラボに関する情報（その場所で実施されたラボに関する臨床施設の一般的な情報、そこで行われたすべてのラボの日付と時間）が含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々の看護学生の印刷可能なサマリを表示することができる。このサマリには、学生名、学生ID、入学日、授業科目、単位数、GPA、および学生が在籍するコホートが含まれる（ただし、これらに限定されない）。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムには、スタッフ、学生、講義担当者、臨床検査担当者、臨床現場管理者など、本システムに関連するすべての人の連絡先（電子メールおよび電話番号）が記載されていること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、学生に今後提供されるクラス（タイムライン）やスケジュールを知らせるなど、日常的なコミュニケーションを目的として、影響を受ける当事者に通知すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、学生のステータスをフルタイムからパートタイムに変更したり、学生を別の臨床セクションに移動させるなど、特定の学生に影響を与える変更が発生した場合に、関係者に通知すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、コーホートの識別子、プログラム・オブ・スタディー、希望するクラスの順序、コーホートが特定のクラスを受講する四半期を含む、コーホートに関する情報を修正する機能を有するものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護職員は、看護部内の学習プログラムに関連する情報（学習プログラム名、学習プログラムに必要なクラスなど）を変更する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、臨床現場名、臨床現場担当者の連絡先、住所など、臨床現場に関連する情報を修正する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、臨床現場名、実習担当部署／セクション、授業担当者、実習日時、連絡先など、クリニカル・ラボ・セクションに関連する情報を修正する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、学生ID、学生名、電話番号、電子メール、ステータス（フルタイムまたはパートタイム）、学習プログラムなど、看護学生に関する情報を変更する機能を有すること。
