F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,0,0,0,0,1,0,本システムは、プログラム管理者／看護職員が使いやすいこと。
0,0,0,0,0,0,0,0,0,0,0,1,0,1日のトレーニングで、すべてのユーザがシステムを使えるようになること。
0,0,0,0,0,0,0,0,0,0,0,1,0,本システムは、看護学生の授業や臨床のスケジュールを立てる際に、ユーザがミスをしないようにサポートする。
0,0,0,0,0,0,0,0,0,0,0,1,0,生徒が指摘したミスの数を1年目に50％減少させること。
0,0,0,0,0,0,0,0,0,0,0,1,0,プログラム管理者／看護スタッフが直感的に操作できるシステムであること。
0,0,0,0,0,0,0,0,0,0,0,1,0,3人中2人のプログラム管理者/看護スタッフが、システムを使って授業や臨床のスケジュールを管理できるようになること。
0,0,0,0,1,0,0,0,0,0,0,1,0,本システムでは、ユーザコミュニティが自然に理解できる記号や単語を使用すること。
0,0,0,0,1,0,0,0,0,0,0,1,0,システム内で使用される用語は、標準的な英語および国内の看護コミュニティの用語と一致するものとする。
0,0,0,0,0,0,0,1,0,0,0,1,0,スタッフは、一連のタスクをタイムリーにこなすことができること。
0,0,0,0,0,0,0,1,0,0,0,0,0,一般的な学生管理タスクの応答時間は5秒以下、スケジュール生成の応答時間は30秒以下であること。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、午前8時から午後6時までの間に使用できること。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは95％の稼働時間を達成すること。
0,0,0,0,0,0,0,1,0,1,0,0,0,システムは、営業時間中のすべてのユーザのリクエスト、または使用法に対応できること。
0,0,0,0,0,0,0,1,0,1,0,0,0,本システムは、午前9時から午後5時まで10人の同時ユーザに対応すること。
0,0,0,0,0,0,0,0,0,1,0,0,0,本システムは、今後10年間、100％の看護学生とその授業を処理できるシステムであること。
0,0,0,0,0,0,0,0,0,1,0,0,0,本システムは、最低でも5年間分の看護プログラムのカリキュラムと授業・臨床のスケジュールを管理できること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、DePaul大学の看護学部の典型的なビジネスオフィス環境で動作することができること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、プログラム管理者・看護職員が使用するコンピュータで定められた仕様の範囲内で使用されること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、Windows XP Professional オペレーティングシステム内で動作すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、CampusConnectsのセントラルサーバと整合性を保つこと。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、教員用セントラルサーバと整合性を保つこと。
0,0,0,0,0,0,1,0,0,0,0,0,0,本システムは、学生マスターサーバとの整合性を保つこと。
0,0,0,0,0,0,1,0,1,0,0,0,0,どのようなHTMLブラウザでも対応できるようにすること。
0,0,0,0,0,0,0,0,0,0,1,0,1,承認されたユーザのみが臨床現場の情報にアクセスできること。
0,0,0,0,0,0,0,0,0,0,1,0,1,臨床現場の詳細にアクセスできるのは、プログラム管理者／看護スタッフのみとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,承認されたユーザのみが学生の個人情報にアクセスできるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,学生の個人情報にアクセスできるのは、Susan Poslusny博士とJulie Donalek博士だけとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,許可されたユーザのみが、CampusConnect とのインタフェースとなるシステムの部分にアクセスできるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,適用基準: Dr Susan PoslusnyとKaren Sysolのみが、CampusConnectとのインターフェイスとなるシステムの最終的なクラスセクションのスケジューリングにアクセスできること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、誤ったデータや無効なデータが混入する可能性を低減するために、基本的なデータ整合性チェックを行うこと。
0,0,0,1,0,0,0,0,0,0,1,0,0,本システムは、組織の情報ポリシーに基づいて個人情報を保護すること。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、悪意のある干渉から可能な限り安全であるように構築されなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,0,本システムは、組織の標準的なウイルス保護ソフトウェアを使用して、自身への脅威を監視すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,1つのコーホートには、学科が提供する1つの研究プログラムに関連付けられるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、学生のリストをコーホートに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、1人の学生をコーホートに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,コーホートに追加された学生は、そのコーホート研究プログラムの受講資格を得るものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、特定のコーホートのクラスの望ましい順序を指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,コーホートのシーケンス内の各クラスについて、プログラム管理者と看護スタッフは、そのクラスがどの四半期に提供されるかを指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,コーホートのシーケンス内の各クラスについて、プログラム管理者と看護スタッフは、そのクラスがどの四半期に提供されるかを指定できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、一連のクラスに新しいクラスを追加することができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、一連の授業に臨床クラスまたはセクションを追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、開始月と年を指定して新しいコーホートをシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、看護部門の新しいクラスをシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,クラスは、非臨床クラスまたは臨床クラスのいずれかとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,非臨床のクラスは、コース名、講義室の要求と講師のニーズを明記する。
1,0,0,0,0,0,0,0,0,0,0,0,0,臨床授業では、コース名、講義室の要求、臨床現場のニーズ、講義担当者のニーズ、臨床検査担当者のニーズを明記する。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、新しいProgram of Studyを作成できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、学習プログラムに必要なクラスを指定することができる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、プログラム管理者／看護スタッフの計画立案のために、すべてのプログラムのすべてのコーホートについて、特定の四半期に必要なクラスのレポートを表示できること。
1,0,0,0,0,0,0,0,0,0,0,0,0,必要なクラスの報告には、提供されるクラス、必要なセクション数、必要なラボ数、必要な部屋の種類などが含まれる（ただし、これらに限定されない）。
1,0,0,0,0,0,0,0,0,0,0,0,0,あるコーホートのクラスは、提供される時間帯や曜日が重複してはならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者と看護スタッフは、新しい臨床現場をシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、既存の臨床クラスに新しい臨床ラボセクションをシステムに追加できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,0,臨床実習の欄には、臨床現場名、授業担当者、実習日時が記載される。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者および看護スタッフは、臨床クラスに登録した学生を、そのクラスの臨床実習セクションに追加できるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムでは、プログラム管理者または看護スタッフが、学生を臨床実習セクションから除外ができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムでは、プログラム管理者／看護スタッフが、ある臨床検査セクションから同じ臨床クラスに対応する別の臨床検査セクションに学生を移動させることができること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者・看護職員は、臨床実習の登録者がいない場合に限り、臨床実習を中止することができるものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフが、新しい看護学生をシステムに追加できること。
1,0,0,0,0,0,0,0,0,0,0,0,1,スタッフは、パートタイムの学生の進捗状況を管理する能力を有していなければならない。これには、クラスの順序やタイムラインの変更が含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々のコホートの印刷可能なサマリーを表示できるものとする。このサマリーには、入学した学生、学習プログラムの授業の流れ、プログラムを通じたコホートの進捗状況、修了のタイムラインが含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々の臨床施設の印刷可能なサマリを表示することができる。このサマリには、所定の四半期にその臨床施設で実施されたラボに関する情報（その場所で実施されたラボに関する臨床施設の一般的な情報、そこで行われたすべてのラボの日付と時間）が含まれる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、個々の看護学生の印刷可能なサマリを表示することができる。このサマリには、学生名、学生ID、入学日、授業科目、単位数、GPA、および学生が在籍するコホートが含まれる（ただし、これらに限定されない）。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムには、スタッフ、学生、講義担当者、臨床検査担当者、臨床現場管理者など、本システムに関連するすべての人の連絡先（電子メールおよび電話番号）が記載されていること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、学生に今後提供されるクラス（タイムライン）やスケジュールを知らせるなど、日常的なコミュニケーションを目的として、影響を受ける当事者に通知すること。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、学生のステータスをフルタイムからパートタイムに変更したり、学生を別の臨床セクションに移動させるなど、特定の学生に影響を与える変更が発生した場合に、関係者に通知すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、コーホートの識別子、プログラム・オブ・スタディー、希望するクラスの順序、コーホートが特定のクラスを受講する四半期を含む、コーホートに関する情報を修正する機能を有するものとする。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護職員は、看護部内の学習プログラムに関連する情報（学習プログラム名、学習プログラムに必要なクラスなど）を変更する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、臨床現場名、臨床現場担当者の連絡先、住所など、臨床現場に関連する情報を修正する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、臨床現場名、実習担当部署／セクション、授業担当者、実習日時、連絡先など、クリニカル・ラボ・セクションに関連する情報を修正する機能を有すること。
1,0,0,0,0,0,0,0,0,0,0,0,1,プログラム管理者／看護スタッフは、学生ID、学生名、電話番号、電子メール、ステータス（フルタイムまたはパートタイム）、学習プログラムなど、看護学生に関する情報を変更する機能を有すること。
0,0,0,1,1,0,0,0,0,0,0,0,0,本アプリケーションは、内部および外部で使用されるアプリケーションのユーザインタフェース作成のための企業標準に準拠しなければならない。　
0,0,0,1,1,0,0,0,0,0,0,0,0,本アプリケーションの一部として作成されたすべての画面は、インターフェイス作成に関する企業の標準に準拠する必要がある。
0,0,0,0,1,0,0,0,0,0,0,1,0,本アプリケーションにおいて検索を実行した後に表示される異議申し立てのリストは、異議申し立ての案件を容易に識別できるように色分けされている必要がある。
0,0,0,0,0,0,0,0,0,0,0,1,0,2日間のトレーニングコースを受けた後、カード会員および加盟店サービス担当者の100％が、異議申し立て管理アプリケーションを定期的に使用できるようになること。
0,0,0,0,0,0,0,0,0,0,0,1,0,カード会員サービス担当者の100%が、トレーニングコース完了後の初めての段階で異議申し立て案件の作成に成功できること。
0,0,0,0,0,0,0,0,0,0,0,1,0,加盟店のサービス担当者の100％が、トレーニングコース完了後の最初の段階で異議申し立て案件に対するフォローアップアクションを成功できること。
0,0,0,0,0,0,0,1,0,0,0,0,0,本アプリケーション内でユーザが1つの画面から別の画面に移動するための最大待機時間は、5秒以内とする。
0,0,0,0,0,0,0,1,0,1,0,0,0,本アプリケーションは、アプリケーションのパフォーマンスを低下させることなく、350人の同時ユーザをサポートしなければならない。
0,1,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、次の定期メンテナンス期間を除いて、24時間365日無休で利用できなければならない。月曜日土曜日3:00 amから4:00 amEST日曜日1:00 amdから5:00 am EST
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、ステートメント・データベースと整合性をとらなければならない。ステートメント・データベースは、取引の詳細を異議申し立て管理システムに提供する。すべてのトランザクションの詳細は、ステートメントデータベースから取得する必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、カード会員情報データベースと連携しなければならない。カード会員情報データベースは、カード会員に関する詳細情報を提供しする。すべてのカード会員の詳細情報は、カード会員情報データベースから取得する必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、加盟店情報データベースと整合させなければならない。加盟店情報データベースは、加盟店に関する詳細情報を提供する。すべての加盟店詳細情報は、加盟店情報データベースから取得しなければならない。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、Lettersアプリケーションと連動しなければならない。これにより、異議申し立て申請は、異議申し立ての開始及び異議申し立てのフォローアッププロセスの一環として書類を要求することができる。すべての書類リクエストは、Print Letter Utility アプリケーションに送信する必要がある。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、カード会員の明細および請求システムと連動しなければならない。これにより、異議申し立て管理アプリケーションはカード会員と加盟店のアカウントの支払い情報の修正を要求することができる。すべての加盟店の情報修正リクエストは、カード会員の明細および請求システムに送信する必要がある。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、適切なアクセスレベルを持つユーザのみが異議申し立てリクエストを開始できるようにしなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、更新アクセス権を持つユーザのみが異議申し立てリクエストを作成することができる。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、許可されたユーザのみがアプリケーションにログオンできるようにしなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、認証されたすべてのユーザは一度認証されれば異議申し立て管理システムにログオンできなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,0,本アプリケーションは、追加された新しいユーザと既存のユーザーのアクセスレベルへの変更を詳述するユーザーレポートを生成しなければならない。レポートは監査目的でレビューされる。
0,0,0,0,0,0,0,0,0,0,1,0,0,本アプリケーションにおいて、新規ユーザの追加およびユーザアクセスの変更はすべて、ユーザレポートに記録されなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、ユーザアカウントが取り消された場合、システム管理者のみが再インスタンス化できるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、取り消されたユーザログオンアカウントをリセットできるのは、システム管理者のみでなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、ビジネスデータを操作および表示するものとする。ユーザはデータファイルやデータベースに直接アクセスできないものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、データファイルまたはデータベースのすべての更新は、異議申し立て管理システムから行う必要がある。
0,0,0,1,0,0,0,0,0,0,0,0,0,本アプリケーションにおいて、異議申立書は、加盟店運営規定で指定されている法的要因に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本システムで指定されているすべてのビジネスルールは、加盟店運営規定に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本アプリケーションは、クレジットカードの異議申し立て処理を管理する規定Eおよび規定Zで指定された法的要因に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本システムで指定されているすべてのビジネスルールは、加盟店運営規定に準拠するものとする。
0,0,0,1,0,0,0,0,0,0,1,0,0,本アプリケーションは、ユーザが異議申し立て案件に対して実行するすべてのアクションの詳細な履歴を保持する必要がある。これにより、後に特定の異議申し立て案件に関して質問事項が生じた場合、完全な監査証跡が確保される。
0,0,0,1,0,0,0,0,0,0,1,0,0,本アプリケーションにおいて、既存の異議申し立て案件を修正するすべての行動は、案件履歴に記録されなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、内部ユーザと外部ユーザの両方がアクセスできる必要があります。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、ユーザが自分のカード会員ベースに属さない異議申し立て案件にアクセスできないようにする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザへのリアルタイムな応答をサポートするユーザインターフェースを介して異議申し立て案件データの直接入力を容易にする。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、異議申し立て案件の作成とフォローアップアクションに関して、様々なレベルのアクセスを提供する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、アプリケーションの許可されたユーザにビューアクセス機能を提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、アプリケーションの許可されたユーザに更新アクセス機能を提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザがユーザインターフェイスから異議のある取引（取引の経過時間に基づく）を選択し、選択した取引で異議申し立て（チケット取得要求またはチャージバック通知）を開始できるようにする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、単一の加盟店に属する複数のトランザクションに対して、単一の異議申し立て案件を開始する機能をユーザに提供する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、チケット取得リクエストを作成または開始する機能をユーザに提供する。チケット取得作成プロセスの一部として、システムは、チケット取得要求を作成するために必要なすべての情報を入力するようにユーザに促す必要がある。チケット取得リクエストは、トランザクションの有効性を問い合わせるために加盟店に送信されるドキュメントである。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、外部ユーザが元の領収書を要求できないようにする必要がある。元の領収書のリクエストは、内部ユーザに制限される必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、チケット取得リクエストの作成時にユーザに以下の情報を含む確認書を提供しなければならない。異議申し立て案件番号、依頼されたリクエストのタイプ（オリジナルまたはポートフォリオのコピー）および加盟店の回答期限。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザが払い戻しリクエストを作成または開始できるようにしなければならない。本システムは、払い戻しリクエストを開始するために必要な情報を入力するようユーザに促す必要がある。払い戻しリクエストの結果、異議申し立てされたトランザクションが有効であるという証拠が提供されない場合、その加盟店のアカウントが払い戻しされることを示す払い戻し通知が加盟店に送信され、表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、払い戻しリクエストの作成時にユーザに以下の情報を含む確認書を提供しなければならない。異議申し立て案件番号、払い戻しリクエストのタイプ（保留中または即時）および加盟店の回答期限。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、重複する異議申し立てリクエストの作成を100％防止しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、特定の取引について想定される原因コードのリストを正確に提供しなければならない。想定される原因コードのリストは、異議申し立て管理システムに定義されたビジネスルールに従って、取引のタイプと加盟店が属する業界に基づいて導出する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、既存の異議申し立て案件を表示する機能を提供しなければならない。
1,0,0,0,1,0,0,0,0,0,0,0,0,本システムにおいて、入力した検索条件を満たすすべての異議申し立て案件のリストをユーザに提供する必要がある。案件のリストでは、案件の種類やステータスを色分けして表示する必要がある。例えば、未解決の案件はすべて黄色、解決済みの案件はすべて灰色となる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、異議申し立て案件で発生したすべてのアクティビティの履歴を表示する機能をユーザに提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、フォローアップアクションによって異議申し立て案件をフォローアップする機能をユーザに提供しなければならない。ある異議申し立て案件に対して利用可能なフォローアップアクションのリストは、その案件のステータスとユーザのアクセスレベルによってフィルタリングする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザの名前と、システム内の異議申し立て案件を作成または変更するアクティビティの日付を記録しなければならない。監査の目的で、日付とアクションを実行したユーザを含む、案件で実行されたアクションの詳細な履歴を維持する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムにおいて、異議申し立てのエージングプロセスなどの案件で発生した体系的な（ユーザーが開始したものではない）アクションの場合、ケースアクティビティが生成される。次回のログオン時に、異議申し立てを開始したユーザに、異議申し立てで体系的なアクションが発生したことを通知する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムにおいて、6か月以上クローズされた異議申し立て案件は、オンライン異議申し立てデータベースから削除する必要がある。
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品は、Internet Explorer 5.5以上に対応すること。
0,0,0,0,0,0,1,0,1,0,0,0,0,本製品はMozilla Firefox 1.0以上に対応すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、Choice Parts Systemとの整合性を保つこと。これにより、リサイクルパーツのデータのfeed情報を提供すること。
0,0,0,0,0,0,1,0,0,0,0,0,0,本製品は、すべての環境の既存のハードウェア上で動作すること。
0,0,0,1,0,0,1,0,0,0,0,0,0,本製品は、企業のアーキテクチャガイドラインに準拠すること。
