F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,0,0,0,1,0,0,0,接触の測定にはBluetoothを活用するが、電波干渉や障害物により正確に測定できないことがあるのでパラメータ設定に留意すること。
0,1,0,0,0,0,0,0,0,0,0,0,0,端末での稼働率は98%以上とし、サーバーの稼働率は95%以上とする
0,0,0,0,0,0,0,0,0,1,0,0,0,処理能力の拡張が容易にできる設計にすること。
0,0,0,0,0,0,0,0,0,1,0,0,0,機能ごとにモジュールで設計し、機能拡張時の影響範囲を最小限にとどめる設計にする。
0,0,0,0,0,0,0,0,0,1,0,0,0,接触カウント機能、接触確認時の機能で機能拡張が検討されている。
0,0,0,0,0,0,0,0,0,1,0,0,0,将来、海外でAGF対応のアプリが提供されたときに相互運用性の検討が行われる可能性があることに留意すること。
0,0,0,0,0,0,0,0,0,1,0,0,0,OSが提供するAGFの機能改修に柔軟に対応できるように、APIによる接続を原則とする。
0,0,0,0,0,0,0,0,0,1,0,0,0,いわゆるベンダーロックインの解消等による調達コストの削減、透明性向上等を図るため、市場において容易に取得できるオープンな標準的技術又は製品を用い、特定のハードウェア又はソフトウェアに依存しない仕様とする。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリへの信頼を高めるため、開発ドキュメント等の透明性の確保に配慮する。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、一時的な停止により社会的に大きな社会的混乱を引き起こすものではない。
0,1,0,0,0,0,0,0,0,0,0,0,0,障害時には72時間以内の復旧を目標とする。
0,1,0,0,0,0,0,0,0,0,0,0,0,大規模災害におけるシステム停止時には、システム運用者と相談の上、1週間以内の復旧を行う。
0,1,0,0,0,0,0,0,0,0,0,0,0,緊急性の高い開発であるから、端末の機種変更時のデータの引継ぎは考慮しないこととする
0,0,0,1,0,0,0,0,0,0,1,0,0,AGFの示すプライバシー保護の方針を遵守する。
0,0,0,1,0,0,0,0,0,0,1,0,0,また、別途「接触確認アプリに関する有識者検討会合」で定める個人情報保護に関する留意事項を遵守する。
0,0,0,1,0,0,0,0,0,0,1,0,0,「政府機関等の情報セキュリティ対策のための統一基準」に準拠してセキュリティ対策を進める。
0,0,0,1,0,0,0,0,0,0,1,0,0,また、別途「接触確認アプリに関する有識者検討会合」で定める情報セキュリティに関する留意事項を遵守する。
0,0,0,0,0,0,0,0,0,0,1,0,0,アプリのセキュリティ機能は、スマホのOSによって標準機能として提供される機能を最大限活用する。
0,0,0,0,0,0,0,0,0,0,1,0,0,システム導入時には脆弱性検査を実施する。
0,0,0,0,0,0,0,0,0,0,1,0,0,個人を特定する情報を持たないが、厚生労働省が通知サーバーを管理し、公衆衛生に用いられる情報であるので、国内のリージョンとする。
0,0,0,0,0,0,1,0,0,0,0,0,0,通知サーバーの運用は、自動化することを可能とする。
0,0,0,0,0,0,1,0,0,0,0,0,0,異常発生時にはオペレータにメッセージが届くなどの工夫を行う。
0,0,0,0,0,0,1,0,0,0,0,0,0,メッセージには、ユーザーからの問い合わせのメッセージも含むこととする。
0,0,0,0,0,0,1,0,0,0,0,0,0,問い合わせに対応するため、FAQを整備する等の利用者への支援体制を用意する。
0,0,0,0,0,0,1,0,0,0,0,0,0,アプリ利用規約、同意事項等の内容については、別途「接触確認アプリに関する有識者検討会合」で定める留意事項を遵守し、必要なものに関しては明示的にユーザーに伝わるような手段でコミュニケーションする。
0,1,0,0,0,1,0,0,0,0,0,0,0,サーバーに機能追加するなど保守を行う場合には、信頼性、継続性に配慮するとともに、サーバーの停止時間ができるだけ短期になるよう配慮する。ただし、緊急を要するメンテナンスの場合はその限りではない。
