F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
1,0,0,0,0,0,0,0,0,0,0,0,0,本アプリを導入した利用者が、感染者システムの登録を経て、新型コロナウイルス感染症のPCR検査を受け、陽性診断の確定がされた場合、同システムからその陽性者に対し、アプリに登録する処理番号が通知される。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者は、本人同意の上で接触者に通知することを選択する場合、本アプリで処理番号を入力する。
1,0,0,0,0,0,0,0,0,0,0,0,0,本アプリから通知サーバーを経て感染者システムに処理番号が送信され、感染者システムが正当な処理番号であるか照合したうえで、確認結果が通知サーバーを経て本アプリに戻される。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者本人の端末から、感染が疑われる期間の識別子（診断キー）が抽出され、通知サーバーに送信される。
1,0,0,0,0,0,0,0,0,0,0,0,0,全ての端末において、陽性者の識別子の情報を通知サーバーから取得し、自端末内にある接触に関する情報と照合して、過去14日間において陽性者と接触したかどうかを確認する。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者との接触が確認された場合には、その接触確認者に対し、適切な行動と帰国者・接触者相談センターへの相談方法等をメッセージによりガイダンスする。
1,0,0,0,0,0,0,0,0,0,0,0,0,端末内の接触記録及び通知サーバー内の陽性者情報一覧は、暗号化したうえで格納され、一定期間終了後に廃棄する。
1,0,0,0,0,0,0,0,0,0,0,0,0,導入から、自らの陽性の確認も陽性者との接触も確認されていない場合導入からの日数もしくは導入日と当日・前日等の全接触回数が表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性診断が確定され、本人の同意のもとで通知した後陽性者報告済みの画面が表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,通知サーバーは、陽性者情報の通知機能、陽性者数・接触確認者数の統計等の機能のみ持つ。
0,0,0,0,0,1,0,0,0,0,0,0,0,クラウドサービスを使って整備される。
1,0,0,0,0,0,0,0,0,0,0,0,0,日次キーのTEKと時刻ENINから接触符号RPIを生成しそのRPIの照合で、接触確認者を発見する。
1,0,0,0,0,0,0,0,0,0,0,0,0,アプリの利用に同意しなかった場合は、同意しない場合には利用できない旨を表示し、次処理に移行しない。
1,0,0,0,0,0,0,0,0,0,0,0,0,本機能は、アプリの基本設定情報と問い合わせなどの情報の提供などを行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,登録画面、通常運用画面左上のメニューから提供され、各1画面で構成される。
1,0,0,0,0,0,0,0,0,0,0,0,0,機能の設定がある場合に設定のOn/Offやパラメータの設定を行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,同意撤回の意思の表明も本設定画面で行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,同意を撤回した場合、本ア プリのトップ画面では動作が停止していることを表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,アプリケーションのバージョンを表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,感染症対策全体の仕組みの中でのアプリの位置づけ、プライバシー情報を取得する目的、データ項目ごとの利用目的や利用方法等についてのわかりやすい説明や、本アプリ導入時に同意を求める利用規約等を表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,問い合わせの送信フォーム等、問い合わせ方法を表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,本アプリ利用者が新型コロナウイルス感染症の陽性診断の確定がされ、感染者システムに陽性者の登録がされ、その陽性者の要求を受けて、感染者システムから陽性者に、処理番号を通知する。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者はこの処理番号をアプリで入力し、端末から通知サーバーを経由して感染者システムに処理番号の確認を行うことで、いたずらの陽性者の通知を防止する。
1,0,0,0,0,0,0,0,0,0,0,0,0,処理番号及び認証情報の照合結果がTrueであれば次処理に進む。照合結果がFaultであれば、エラーメッセージを画面に表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,また、本仕様の対象外の機能であるが、感染者システムでは、通知サーバーから処理番号をセキュアに受け付け、照合結果を通知サーバーに返戻する機構を設ける。
1,0,0,0,0,0,0,0,0,0,0,0,0,アプリを起動すると、導入してからの日数等と、行動変容を自ら確認するための当日・前日の接触状況を表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者であると判明し、過去に接触した人にアプリから通知する場合、感染者システムから受け取った処理番号を入力する画面を表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,送信確認画面を表示し、本人同意を行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,処理番号の認証に失敗した場合には、エラーメッセージを表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,処理番号の認証に成功した場合は、バックエンド処理で通知サーバーに診断キーが送信されるため、登録のお礼のメッセージを表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,本画面はその後変更されず、アプリ起動時には、本画面が表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,1日単位での相手が陽性者か否かにかかわらず接触した人数の総計を画面に表示する。
1,0,0,0,0,0,0,0,0,0,0,0,0,あらかじめ設定した時間に、スマートフォンの通知機能で、当日及び前日の全接触回数の通知を行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,この通知は、設定画面により、通知の有無及び通知時間を設定できる。
1,0,0,0,0,0,0,0,0,0,0,0,0,過去14日間の全接触回数の状況を把握することも可能とする。
1,0,0,0,0,0,0,0,0,0,0,0,0,接触管理を行うための日次キー、接触符号の発行・管理と、Bluetoothを使った接触確認管理を行う。
1,0,0,0,0,0,0,0,0,0,0,0,0,本機能の大部分は、OSにより行われる。
1,0,0,0,0,0,0,0,0,0,0,0,1,本アプリが活用できるデータは、OSから提供されるAPIを通じてのみである。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者から感染のおそれがある時刻と日次キーにより生成された診断キーついて陽性者の端末から配信を受け、診断キーを各端末に配信する。
1,0,0,0,0,0,0,0,0,0,0,0,0,端末でRPIの一致が確認されるとAPIで接触確認の検知が報告される。
1,0,0,0,0,0,0,0,0,0,0,0,0,端末でRPIの一致が確認されるとAPIで接触確認の検知が報告される。報告を受け、アプリの通知機能で、画面上に接触確認アプリの画面を確認するように案内される。
1,0,0,0,0,0,0,0,0,0,0,0,0,他のアプリケーション利用時にも表示される
1,0,0,0,0,0,0,0,0,0,0,0,0,接触確認アプリの画面では、利用者に陽性者との接触が確認されたことを通知する。
1,0,0,0,0,0,0,0,0,0,0,0,0,接触確認が判明した場合には、スマートフォンの通知機能を使用して画面に接触確認通知が表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,本アプリを起動すると、接触確認の通知が表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,適切な行動と帰国者・接触者相談センターへの相談方法等をメッセージによりガイダンスする。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者数の報告通知数と接触確認者の報告通知数等のAGFのAPIから取得できるデータを00:00-2400までの1日単位で集計する。
1,0,0,0,0,0,0,0,0,0,0,0,0,「6) 接触確認結果の受領と接触確認者への案内」の接触確認者フラグをカウントしたもの等、AGFのAPIから取得できるデータを集計する。
1,0,0,0,0,0,0,0,0,0,0,0,0,コンソール表示も可能である。
1,0,0,0,0,0,0,0,0,0,0,0,1,セキュリティ確保の観点から、以下の機能を実装する。ユーザーからデータ提供を受けるI/Fの保護機構 ユーザーの同意撤回に基づくデータ削除機構 通知サーバーと感染者システムとの通信内容を保護するための認証機構
1,0,0,0,0,0,0,0,0,0,0,0,1,ユーザーが本アプリ使用開始後に同意を撤回した場合の機能を実装する。同意の撤回時点で接触確認機能を停止し、機能停止の画面を表示する。 同意の撤回時点までに、通知サーバーに送信されたデータは削除されない。
1,0,0,0,0,0,0,0,0,0,0,0,0,同意の撤回時点までに、通知サーバーに送信されたデータは削除されない。
1,0,0,0,0,0,0,0,0,0,0,0,0,接触記録データは、AGFの機能として提供される。内部データはAGFの機能として提供される。
1,0,0,0,0,0,0,0,0,0,0,0,1,日次キーは、AGFの機能として提供される。内部データは参照できない。
1,0,0,0,0,0,0,0,0,0,0,0,1,診断キーは、AGFの機能として提供される。診断キーを保存する。本アプリを導入した全端末から参照を可能とする。
1,0,0,0,0,0,0,0,0,0,0,0,0,統計データは、日付、通知サーバーに報告された陽性者数、接触確認者数を記録する。本サービス開始時から終了時まで継続的に記録する。
1,0,0,0,0,0,0,0,0,0,0,0,0,感染者システムから通知された処理番号を、アプリの要請情報入力画面から入力する。
1,0,0,0,0,0,0,0,0,0,0,0,0,陽性者の端末から通知サーバーに日次キーと時刻による診断キーが送信される。
1,0,0,0,0,0,0,0,0,0,0,0,0,通知サーバーに保存されている日次キーと時刻による診断キーを各端末が取得する。
1,0,0,0,0,0,0,0,0,0,0,0,0,CDNの活用等、アクセス集中を防止する手段を提供する。
0,0,0,0,0,0,0,0,0,0,0,1,0,本アプリは、操作する部分が少ないが、プライバシーなどの同意事項が多いのが特徴である。
0,0,0,0,0,0,0,0,0,0,0,1,0,アプリケーションは、誰でも直感的に操作できるよう、構築する。
0,0,0,0,1,0,0,0,0,0,0,0,0,利用者が分かりやすい文章や図で説明するとともに、誤操作時に適切なガイダンスが出せる設計に配慮する。
0,0,0,0,1,0,0,0,0,0,0,0,0,また、本アプリを初めて起動する際に、感染症対策全体の仕組みの中でのアプリの位置づけ、本アプリの仕組み及びプライバシー情報の取扱い等の事項について、視覚的に理解しやすい方法で概要を表示すること。
0,0,0,0,0,0,0,0,0,0,0,1,0,スマートフォンが持つ基本的操作性に可能な限り準拠する
0,0,0,0,0,0,0,0,0,0,0,1,0,日本語に加え、英語の画面を整備し、iOS又はAndroid端末のOSの言語切替機能で選択可能にする。
0,0,0,0,0,0,0,0,0,0,0,1,0,未成年者及び成年被後見人など自ら登録の判断を行うことが困難なユーザーのための代理登録を可能にする。
0,0,0,0,0,0,0,0,0,1,0,0,0,システムは、その他のクラウドサービスを活用する。
0,0,0,0,0,0,0,0,0,1,0,0,0,端末は、iPhoneまたはAndroid端末を対象とする。
0,0,0,0,0,0,0,0,0,1,0,0,0,OSは、Exposure Notification APIに対応したiOSおよびAndroidを対象とする。
0,0,0,0,0,0,0,0,0,1,0,0,0,スマートフォンの国民の個人保有率が64.7％であるので、最大で国民の６割以上が導入することを目指す想定で基盤等の拡張性を確保する。
0,0,0,0,0,0,0,0,0,1,0,0,0,端末は、最大で過去14日分の接触に関するデータを蓄積する。
0,0,0,0,0,0,0,0,0,1,0,0,0,サーバーには、陽性者の最大14日分の日次キーが端末から提供される。
0,0,0,0,0,0,0,0,0,1,0,0,0,１週間単位での新規陽性者数が最大4200人とする。
0,0,0,0,0,0,0,1,0,0,0,0,0,端末の応答は3秒以内とする。
0,0,0,0,0,0,0,1,0,0,0,0,0,全ての端末で陽性者の日次キー等の取得をする時には、コンテンツデリバリーネットワーク等を活用し、通信回線の輻輳を避けるとともに、効率的にすべての端末がデータを取得できるようにする。
0,0,0,0,0,0,0,0,0,1,0,0,0,接触の測定にはBluetoothを活用するが、電波干渉や障害物により正確に測定できないことがあるのでパラメータ設定に留意すること。
0,1,0,0,0,0,0,0,0,0,0,0,0,端末での稼働率は98%以上とし、サーバーの稼働率は95%以上とする
0,0,0,0,0,0,0,0,0,1,0,0,0,処理能力の拡張が容易にできる設計にすること。
0,0,0,0,0,0,0,0,0,1,0,0,0,機能ごとにモジュールで設計し、機能拡張時の影響範囲を最小限にとどめる設計にする。
0,0,0,0,0,0,0,0,0,1,0,0,0,接触カウント機能、接触確認時の機能で機能拡張が検討されている。
0,0,0,0,0,0,0,0,0,1,0,0,0,将来、海外でAGF対応のアプリが提供されたときに相互運用性の検討が行われる可能性があることに留意すること。
0,0,0,0,0,0,0,0,0,1,0,0,0,OSが提供するAGFの機能改修に柔軟に対応できるように、APIによる接続を原則とする。
0,0,0,0,0,0,0,0,0,1,0,0,0,いわゆるベンダーロックインの解消等による調達コストの削減、透明性向上等を図るため、市場において容易に取得できるオープンな標準的技術又は製品を用い、特定のハードウェア又はソフトウェアに依存しない仕様とする。
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリへの信頼を高めるため、開発ドキュメント等の透明性の確保に配慮する。
0,1,0,0,0,0,0,0,0,0,0,0,0,本システムは、一時的な停止により社会的に大きな社会的混乱を引き起こすものではない。
0,1,0,0,0,0,0,0,0,0,0,0,0,障害時には72時間以内の復旧を目標とする。
0,1,0,0,0,0,0,0,0,0,0,0,0,大規模災害におけるシステム停止時には、システム運用者と相談の上、1週間以内の復旧を行う。
0,1,0,0,0,0,0,0,0,0,0,0,0,緊急性の高い開発であるから、端末の機種変更時のデータの引継ぎは考慮しないこととする
0,0,0,1,0,0,0,0,0,0,1,0,0,AGFの示すプライバシー保護の方針を遵守する。
0,0,0,1,0,0,0,0,0,0,1,0,0,また、別途「接触確認アプリに関する有識者検討会合」で定める個人情報保護に関する留意事項を遵守する。
0,0,0,1,0,0,0,0,0,0,1,0,0,「政府機関等の情報セキュリティ対策のための統一基準」に準拠してセキュリティ対策を進める。
0,0,0,1,0,0,0,0,0,0,1,0,0,また、別途「接触確認アプリに関する有識者検討会合」で定める情報セキュリティに関する留意事項を遵守する。
0,0,0,0,0,0,0,0,0,0,1,0,0,アプリのセキュリティ機能は、スマホのOSによって標準機能として提供される機能を最大限活用する。
0,0,0,0,0,0,0,0,0,0,1,0,0,システム導入時には脆弱性検査を実施する。
0,0,0,0,0,0,0,0,0,0,1,0,0,個人を特定する情報を持たないが、厚生労働省が通知サーバーを管理し、公衆衛生に用いられる情報であるので、国内のリージョンとする。
0,0,0,0,0,0,1,0,0,0,0,0,0,通知サーバーの運用は、自動化することを可能とする。
0,0,0,0,0,0,1,0,0,0,0,0,0,異常発生時にはオペレータにメッセージが届くなどの工夫を行う。
0,0,0,0,0,0,1,0,0,0,0,0,0,メッセージには、ユーザーからの問い合わせのメッセージも含むこととする。
0,0,0,0,0,0,1,0,0,0,0,0,0,問い合わせに対応するため、FAQを整備する等の利用者への支援体制を用意する。
0,0,0,0,0,0,1,0,0,0,0,0,0,アプリ利用規約、同意事項等の内容については、別途「接触確認アプリに関する有識者検討会合」で定める留意事項を遵守し、必要なものに関しては明示的にユーザーに伝わるような手段でコミュニケーションする。
0,1,0,0,0,1,0,0,0,0,0,0,0,サーバーに機能追加するなど保守を行う場合には、信頼性、継続性に配慮するとともに、サーバーの停止時間ができるだけ短期になるよう配慮する。ただし、緊急を要するメンテナンスの場合はその限りではない。
