F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,A_C,feature
0,0,0,0,0,0,1,0,0,0,0,0,0,本アプリケーションは、カード会員の明細および請求システムと連動しなければならない。これにより、異議申し立て管理アプリケーションはカード会員と加盟店のアカウントの支払い情報の修正を要求することができる。すべての加盟店の情報修正リクエストは、カード会員の明細および請求システムに送信する必要がある。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、適切なアクセスレベルを持つユーザのみが異議申し立てリクエストを開始できるようにしなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、更新アクセス権を持つユーザのみが異議申し立てリクエストを作成することができる。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、許可されたユーザのみがアプリケーションにログオンできるようにしなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、認証されたすべてのユーザは一度認証されれば異議申し立て管理システムにログオンできなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,0,本アプリケーションは、追加された新しいユーザと既存のユーザーのアクセスレベルへの変更を詳述するユーザーレポートを生成しなければならない。レポートは監査目的でレビューされる。
0,0,0,0,0,0,0,0,0,0,1,0,0,本アプリケーションにおいて、新規ユーザの追加およびユーザアクセスの変更はすべて、ユーザレポートに記録されなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、ユーザアカウントが取り消された場合、システム管理者のみが再インスタンス化できるものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、取り消されたユーザログオンアカウントをリセットできるのは、システム管理者のみでなければならない。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションは、ビジネスデータを操作および表示するものとする。ユーザはデータファイルやデータベースに直接アクセスできないものとする。
0,0,0,0,0,0,0,0,0,0,1,0,1,本アプリケーションにおいて、データファイルまたはデータベースのすべての更新は、異議申し立て管理システムから行う必要がある。
0,0,0,1,0,0,0,0,0,0,0,0,0,本アプリケーションにおいて、異議申立書は、加盟店運営規定で指定されている法的要因に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本システムで指定されているすべてのビジネスルールは、加盟店運営規定に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本アプリケーションは、クレジットカードの異議申し立て処理を管理する規定Eおよび規定Zで指定された法的要因に準拠しなければならない。
0,0,0,1,0,0,0,0,0,0,0,0,0,本システムで指定されているすべてのビジネスルールは、加盟店運営規定に準拠するものとする。
0,0,0,1,0,0,0,0,0,0,1,0,0,本アプリケーションは、ユーザが異議申し立て案件に対して実行するすべてのアクションの詳細な履歴を保持する必要がある。これにより、後に特定の異議申し立て案件に関して質問事項が生じた場合、完全な監査証跡が確保される。
0,0,0,1,0,0,0,0,0,0,1,0,0,本アプリケーションにおいて、既存の異議申し立て案件を修正するすべての行動は、案件履歴に記録されなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、内部ユーザと外部ユーザの両方がアクセスできる必要があります。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、ユーザが自分のカード会員ベースに属さない異議申し立て案件にアクセスできないようにする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザへのリアルタイムな応答をサポートするユーザインターフェースを介して異議申し立て案件データの直接入力を容易にする。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、異議申し立て案件の作成とフォローアップアクションに関して、様々なレベルのアクセスを提供する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、アプリケーションの許可されたユーザにビューアクセス機能を提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、アプリケーションの許可されたユーザに更新アクセス機能を提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザがユーザインターフェイスから異議のある取引（取引の経過時間に基づく）を選択し、選択した取引で異議申し立て（チケット取得要求またはチャージバック通知）を開始できるようにする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、単一の加盟店に属する複数のトランザクションに対して、単一の異議申し立て案件を開始する機能をユーザに提供する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、チケット取得リクエストを作成または開始する機能をユーザに提供する。チケット取得作成プロセスの一部として、システムは、チケット取得要求を作成するために必要なすべての情報を入力するようにユーザに促す必要がある。チケット取得リクエストは、トランザクションの有効性を問い合わせるために加盟店に送信されるドキュメントである。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、外部ユーザが元の領収書を要求できないようにする必要がある。元の領収書のリクエストは、内部ユーザに制限される必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、チケット取得リクエストの作成時にユーザに以下の情報を含む確認書を提供しなければならない。異議申し立て案件番号、依頼されたリクエストのタイプ（オリジナルまたはポートフォリオのコピー）および加盟店の回答期限。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザが払い戻しリクエストを作成または開始できるようにしなければならない。本システムは、払い戻しリクエストを開始するために必要な情報を入力するようユーザに促す必要がある。払い戻しリクエストの結果、異議申し立てされたトランザクションが有効であるという証拠が提供されない場合、その加盟店のアカウントが払い戻しされることを示す払い戻し通知が加盟店に送信され、表示される。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、払い戻しリクエストの作成時にユーザに以下の情報を含む確認書を提供しなければならない。異議申し立て案件番号、払い戻しリクエストのタイプ（保留中または即時）および加盟店の回答期限。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、重複する異議申し立てリクエストの作成を100％防止しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、特定の取引について想定される原因コードのリストを正確に提供しなければならない。想定される原因コードのリストは、異議申し立て管理システムに定義されたビジネスルールに従って、取引のタイプと加盟店が属する業界に基づいて導出する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、既存の異議申し立て案件を表示する機能を提供しなければならない。
1,0,0,0,1,0,0,0,0,0,0,0,0,本システムにおいて、入力した検索条件を満たすすべての異議申し立て案件のリストをユーザに提供する必要がある。案件のリストでは、案件の種類やステータスを色分けして表示する必要がある。例えば、未解決の案件はすべて黄色、解決済みの案件はすべて灰色となる。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、異議申し立て案件で発生したすべてのアクティビティの履歴を表示する機能をユーザに提供しなければならない。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムは、フォローアップアクションによって異議申し立て案件をフォローアップする機能をユーザに提供しなければならない。ある異議申し立て案件に対して利用可能なフォローアップアクションのリストは、その案件のステータスとユーザのアクセスレベルによってフィルタリングする必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムは、ユーザの名前と、システム内の異議申し立て案件を作成または変更するアクティビティの日付を記録しなければならない。監査の目的で、日付とアクションを実行したユーザを含む、案件で実行されたアクションの詳細な履歴を維持する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,0,本システムにおいて、異議申し立てのエージングプロセスなどの案件で発生した体系的な（ユーザーが開始したものではない）アクションの場合、ケースアクティビティが生成される。次回のログオン時に、異議申し立てを開始したユーザに、異議申し立てで体系的なアクションが発生したことを通知する必要がある。
1,0,0,0,0,0,0,0,0,0,0,0,1,本システムにおいて、6か月以上クローズされた異議申し立て案件は、オンライン異議申し立てデータベースから削除する必要がある。
